value_temp,value_hum,value_acid,hour,day_of_year,time
0.27589804,0.13982047,5.0,0.3897355,0.89885867,2023-03-26T06:18:14Z
0.29446867,0.10552845,5.0,0.459344,0.89883924,2023-03-26T06:28:14Z
6.5593476,104.330315,6.913207,0.3155037,0.89530647,2023-03-26T06:38:14Z
0.30492043,0.17340615,5.0,0.27846423,0.9108432,2023-03-26T06:48:14Z
0.26503292,0.18739697,5.0,0.33937213,0.89075416,2023-03-26T06:58:14Z
0.26032054,0.15797263,5.0,0.32477888,0.8946174,2023-03-26T07:08:14Z
0.3022196,0.09897622,5.0,0.43799847,0.87215334,2023-03-26T07:18:14Z
0.25880656,0.18480612,5.0,0.32766974,0.89936525,2023-03-26T07:28:14Z
0.2817796,0.11688119,5.0,0.36966878,0.88862276,2023-03-26T07:38:14Z
0.27078515,0.18088426,5.0,0.28900483,0.89362276,2023-03-26T07:48:14Z
0.29116613,0.10793805,5.0,0.3771662,0.89745224,2023-03-26T07:58:14Z
0.27824283,0.16518126,5.0,0.33027366,0.88818026,2023-03-26T08:08:14Z
0.34950626,0.1684883,5.0,0.35785455,0.89980656,2023-03-26T08:18:14Z
0.33704755,0.2011827,5.0,0.33085302,0.89848655,2023-03-26T08:28:14Z
0.25253633,0.1628876,5.0,0.29884234,0.88919765,2023-03-26T08:38:14Z
0.28228098,0.17379667,5.0,0.32108745,0.902371,2023-03-26T08:48:14Z
0.25642964,0.22844878,5.0,0.30897155,0.897391,2023-03-26T08:58:14Z
5.186454,112.68273,6.715252,0.4108344,0.88324225,2023-03-26T09:08:14Z
0.25646287,0.22190526,5.0,0.23636506,0.9042957,2023-03-26T09:18:14Z
0.37900645,0.18536623,5.0,0.2921331,0.8986355,2023-03-26T09:28:14Z
5.4990845,107.48129,6.1152763,0.26245746,0.90342504,2023-03-26T09:38:14Z
0.32254985,0.09471256,5.0,0.43796846,0.89451313,2023-03-26T09:48:14Z
0.2952957,0.1532907,5.0,0.3464188,0.90037704,2023-03-26T09:58:14Z
0.30110112,0.15308698,5.0,0.33181182,0.89983386,2023-03-26T10:08:14Z
0.28296307,0.12204667,5.0,0.35893524,0.8930687,2023-03-26T10:18:14Z
0.23849945,0.16299964,5.0,0.29102215,0.89444405,2023-03-26T10:28:14Z
0.29162312,0.14603688,5.0,0.33800045,0.89643955,2023-03-26T10:38:14Z
0.34046054,0.18732412,5.0,0.33504915,0.9001103,2023-03-26T10:48:14Z
0.26397926,0.19411772,5.0,0.31270662,0.871931,2023-03-26T10:58:14Z
0.24951406,0.18048342,5.0,0.34985766,0.8837355,2023-03-26T11:08:14Z
0.3048323,0.116934106,5.0,0.36262244,0.89639974,2023-03-26T11:18:14Z
0.2434304,0.13181265,5.0,0.32073358,0.89117616,2023-03-26T11:28:14Z
-1.446807,104.1138,7.794085,0.32382715,0.9045018,2023-03-26T11:38:14Z
0.32170618,0.10639135,5.0,0.44178975,0.89264697,2023-03-26T11:48:14Z
0.24056412,0.19232726,5.0,0.28877115,0.8879411,2023-03-26T11:58:14Z
0.32053348,0.15133366,5.0,0.35826674,0.8878278,2023-03-26T12:08:14Z
0.29064995,0.13873503,5.0,0.3590284,0.89991075,2023-03-26T12:18:14Z
0.26103887,0.20133676,5.0,0.2662315,0.89978683,2023-03-26T12:28:14Z
0.27305028,0.1459717,5.0,0.3283237,0.88806057,2023-03-26T12:38:14Z
0.27347228,0.16721673,5.0,0.33606255,0.8846135,2023-03-26T12:48:14Z
0.30271834,0.15281963,5.0,0.36635035,0.88275176,2023-03-26T12:58:14Z
0.2912644,0.18908845,5.0,0.25935686,0.9013989,2023-03-26T13:08:14Z
0.24789989,0.15043907,5.0,0.3278775,0.89298403,2023-03-26T13:18:14Z
0.32184094,0.10500823,5.0,0.44890428,0.8883343,2023-03-26T13:28:14Z
0.32613754,0.10175439,5.0,0.4645147,0.90019,2023-03-26T13:38:14Z
0.30889466,0.13293742,5.0,0.36413643,0.9002008,2023-03-26T13:48:14Z
3.951043,107.25385,6.800906,0.402244,0.88434786,2023-03-26T13:58:14Z
0.29371232,0.16687122,5.0,0.33056092,0.8931296,2023-03-26T14:08:14Z
3.4240856,116.48851,5.767505,0.2913458,0.8950952,2023-03-26T14:18:14Z
0.24747166,0.15708739,5.0,0.27398357,0.9021901,2023-03-26T14:28:14Z
0.30202344,0.08702263,5.0,0.4334155,0.8866031,2023-03-26T14:38:14Z
0.23901416,0.20298778,5.0,0.3002907,0.88075805,2023-03-26T14:48:14Z
0.2795565,0.19119829,5.0,0.3322821,0.90482056,2023-03-26T14:58:14Z
0.18891008,0.29014775,5.0,0.17341721,0.8853616,2023-03-26T15:08:14Z
8.71839,116.15245,7.083107,0.42429516,0.89851475,2023-03-26T15:18:14Z
0.25910944,0.2013289,5.0,0.27091095,0.8973222,2023-03-26T15:28:14Z
0.32674098,0.08293865,5.0,0.44717824,0.89252216,2023-03-26T15:38:14Z
0.27661267,0.18290654,5.0,0.324091,0.89320755,2023-03-26T15:48:14Z
0.33535784,0.16404174,5.0,0.34297773,0.8987069,2023-03-26T15:58:14Z
0.31973618,0.11913984,5.0,0.3828254,0.89250374,2023-03-26T16:08:14Z
0.3289482,0.15551314,5.0,0.32338816,0.9062636,2023-03-26T16:18:14Z
0.25578427,0.24631181,5.0,0.19450702,0.91444623,2023-03-26T16:28:14Z
0.31577995,0.17006925,5.0,0.34121308,0.88538545,2023-03-26T16:38:14Z
0.30405405,0.13714081,5.0,0.36554724,0.879405,2023-03-26T16:48:14Z
0.264707,0.10649326,5.0,0.34210774,0.8904625,2023-03-26T16:58:14Z
0.2691765,0.14828435,5.0,0.3482134,0.89898074,2023-03-26T17:08:14Z
0.27767038,0.1532939,5.0,0.37107056,0.89429224,2023-03-26T17:18:14Z
0.26144713,0.17659116,5.0,0.34793612,0.87558854,2023-03-26T17:28:14Z
0.25300166,0.15314287,5.0,0.36092207,0.88502204,2023-03-26T17:38:14Z
0.27795917,0.18804237,5.0,0.29019532,0.9010167,2023-03-26T17:48:14Z
0.21272947,0.25827995,5.0,0.21598373,0.9033272,2023-03-26T17:58:14Z
0.31114915,0.094982505,5.0,0.3794584,0.8937202,2023-03-26T18:08:14Z
0.31417432,0.09494841,5.0,0.4031996,0.901508,2023-03-26T18:18:14Z
0.2504227,0.196125,5.0,0.25445232,0.8905825,2023-03-26T18:28:14Z
0.2815602,0.1471631,5.0,0.360887,0.8789139,2023-03-26T18:38:14Z
0.30676448,0.11047358,5.0,0.36369333,0.89606893,2023-03-26T18:48:14Z
6.3118873,108.995415,6.745893,0.24418738,0.89903516,2023-03-26T18:58:14Z
0.30525336,0.13322502,5.0,0.36571577,0.8989552,2023-03-26T19:08:14Z
0.21693046,0.1544407,5.0,0.29273993,0.89702886,2023-03-26T19:18:14Z
0.26740307,0.17887686,5.0,0.3365348,0.90178037,2023-03-26T19:28:14Z
0.27396923,0.17474602,5.0,0.36255747,0.8938761,2023-03-26T19:38:14Z
0.3066696,0.10144762,5.0,0.39935967,0.8853185,2023-03-26T19:48:14Z
0.31314754,0.20045488,5.0,0.32055894,0.8955929,2023-03-26T19:58:14Z
-0.96218866,108.84566,8.805372,0.32469144,0.89086574,2023-03-26T20:08:14Z
0.31025022,0.10943757,5.0,0.4034309,0.89476407,2023-03-26T20:18:14Z
0.28003126,0.10437611,5.0,0.41710243,0.88279706,2023-03-26T20:28:14Z
0.31221908,0.13907257,5.0,0.3753206,0.88504684,2023-03-26T20:38:14Z
0.29193467,0.1302604,5.0,0.35371986,0.88503253,2023-03-26T20:48:14Z
0.29526964,0.102899164,5.0,0.4267751,0.8923054,2023-03-26T20:58:14Z
0.30388317,0.16901103,5.0,0.3258759,0.9009012,2023-03-26T21:08:14Z
0.29535496,0.102697015,5.0,0.38863173,0.8954193,2023-03-26T21:18:14Z
0.32883406,0.14428614,5.0,0.36725554,0.90177166,2023-03-26T21:28:14Z
0.28549355,0.095082924,5.0,0.37683794,0.88813066,2023-03-26T21:38:14Z
1.8867322,115.078606,8.28278,0.31018496,0.89378166,2023-03-26T21:48:14Z
0.2531725,0.16581292,5.0,0.34551787,0.8838056,2023-03-26T21:58:14Z
0.88099986,100.942444,7.5560327,0.34744924,0.8895373,2023-03-26T22:08:14Z
0.30348653,0.17665257,5.0,0.35398757,0.8962898,2023-03-26T22:18:14Z
0.30915707,0.16105625,5.0,0.34996703,0.89390755,2023-03-26T22:28:14Z
0.30337918,0.15517841,5.0,0.35525736,0.88855344,2023-03-26T22:38:14Z
0.32587582,0.17716125,5.0,0.33210906,0.89706916,2023-03-26T22:48:14Z
0.31901252,0.118628584,5.0,0.37971535,0.9025228,2023-03-26T22:58:14Z
0.31978413,0.13011208,5.0,0.44041422,0.8884821,2023-03-26T23:08:14Z
0.3189787,0.13800308,5.0,0.37007806,0.8923933,2023-03-26T23:18:14Z
0.25126514,0.1639985,5.0,0.35141227,0.876103,2023-03-26T23:28:14Z
0.3011972,0.16454107,5.0,0.32421955,0.9056867,2023-03-26T23:38:14Z
0.23581551,0.17559744,5.0,0.2638967,0.90581745,2023-03-26T23:48:14Z
0.23199345,0.20469306,5.0,0.17561617,0.9049468,2023-03-26T23:58:14Z
0.25984567,0.13174278,5.0,0.36540297,0.8942811,2023-03-27T00:08:14Z
0.26442894,0.1712192,5.0,0.300523,0.88514984,2023-03-27T00:18:14Z
0.34660137,0.17508516,5.0,0.34555,0.90090144,2023-03-27T00:28:14Z
0.27446136,0.16720045,5.0,0.30384713,0.9056471,2023-03-27T00:38:14Z
0.21058905,0.23484483,5.0,0.18965289,0.91613567,2023-03-27T00:48:14Z
0.3071475,0.18666437,5.0,0.37355867,0.8895366,2023-03-27T00:58:14Z
0.27883717,0.09448892,5.0,0.37107494,0.90378445,2023-03-27T01:08:14Z
0.31430534,0.14667499,5.0,0.4038132,0.8930112,2023-03-27T01:18:14Z
0.33297917,0.19615945,5.0,0.30947053,0.8962931,2023-03-27T01:28:14Z
0.32475537,0.12645504,5.0,0.36620575,0.89312065,2023-03-27T01:38:14Z
0.23957792,0.1567132,5.0,0.30141926,0.90091217,2023-03-27T01:48:14Z
0.3142461,0.1277644,5.0,0.39937556,0.9001227,2023-03-27T01:58:14Z
4.1896906,101.95879,8.721715,0.28642613,0.90276873,2023-03-27T02:08:14Z
0.22125158,0.21941797,5.0,0.19644307,0.89306784,2023-03-27T02:18:14Z
0.32082716,0.15190238,5.0,0.3622492,0.8996859,2023-03-27T02:28:14Z
0.2860562,0.18527985,5.0,0.3171254,0.8943014,2023-03-27T02:38:14Z
0.25318426,0.20037846,5.0,0.341444,0.8628481,2023-03-27T02:48:14Z
0.2852243,0.15399058,5.0,0.3442741,0.8967796,2023-03-27T02:58:14Z
0.3272399,0.099523276,5.0,0.39538845,0.8887806,2023-03-27T03:08:14Z
0.32648754,0.10957405,5.0,0.41053534,0.8768025,2023-03-27T03:18:14Z
0.33479348,0.191114,5.0,0.31527135,0.90279186,2023-03-27T03:28:14Z
0.26668316,0.14577834,5.0,0.3275375,0.8917789,2023-03-27T03:38:14Z
0.27991083,0.18584988,5.0,0.24780719,0.9040563,2023-03-27T03:48:14Z
0.25496477,0.2080922,5.0,0.26604345,0.9106196,2023-03-27T03:58:14Z
0.34689218,0.21555814,5.0,0.2566332,0.91971195,2023-03-27T04:08:14Z
0.29161096,0.14596549,5.0,0.32918167,0.8779145,2023-03-27T04:18:14Z
0.2759918,0.12794855,5.0,0.38287434,0.8935784,2023-03-27T04:28:14Z
0.2659703,0.16857295,5.0,0.3178433,0.8909132,2023-03-27T04:38:14Z
0.33007622,0.14270979,5.0,0.33055747,0.8977581,2023-03-27T04:48:14Z
0.32582435,0.14948551,5.0,0.36809346,0.9060884,2023-03-27T04:58:14Z
3.4835944,113.4685,7.3512983,0.34951666,0.90351266,2023-03-27T05:08:14Z
0.21454051,0.1425805,5.0,0.2363324,0.89965034,2023-03-27T05:18:14Z
0.3121429,0.1565054,5.0,0.34939966,0.90303683,2023-03-27T05:28:14Z
0.23795089,0.1685849,5.0,0.29592225,0.9037436,2023-03-27T05:38:14Z
0.30139115,0.12863302,5.0,0.39065933,0.8926051,2023-03-27T05:48:14Z
0.26449,0.14595565,5.0,0.33166382,0.89153594,2023-03-27T05:58:14Z
0.27420065,0.14403485,5.0,0.34753546,0.8890659,2023-03-27T06:08:14Z
0.2792617,0.2303898,5.0,0.2757667,0.89475954,2023-03-27T06:18:14Z
0.27253973,0.21112807,5.0,0.2846723,0.8886687,2023-03-27T06:28:14Z
0.30069235,0.16360262,5.0,0.32860816,0.89681,2023-03-27T06:38:14Z
0.2758445,0.12093775,5.0,0.32859403,0.89748573,2023-03-27T06:48:14Z
0.2508386,0.20295455,5.0,0.29422858,0.8826619,2023-03-27T06:58:14Z
0.29688138,0.23746292,5.0,0.286027,0.896704,2023-03-27T07:08:14Z
0.3350841,0.19412634,5.0,0.2933924,0.90810883,2023-03-27T07:18:14Z
0.31842363,0.11491639,5.0,0.41331318,0.8943431,2023-03-27T07:28:14Z
0.27490705,0.15076928,5.0,0.3489905,0.8913801,2023-03-27T07:38:14Z
0.23478739,0.20696385,5.0,0.24176979,0.8985379,2023-03-27T07:48:14Z
0.25654504,0.16460826,5.0,0.2922189,0.9019889,2023-03-27T07:58:14Z
0.28587142,0.18799266,5.0,0.24963339,0.9118014,2023-03-27T08:08:14Z
0.33008012,0.17624946,5.0,0.3569593,0.89686674,2023-03-27T08:18:14Z
0.27583405,0.13863304,5.0,0.36944455,0.8898523,2023-03-27T08:28:14Z
0.30848554,0.13867801,5.0,0.34339944,0.8930985,2023-03-27T08:38:14Z
0.2122432,0.1753989,5.0,0.27115798,0.8946683,2023-03-27T08:48:14Z
0.29020604,0.20263256,5.0,0.27486256,0.900204,2023-03-27T08:58:14Z
0.27922052,0.15456545,5.0,0.29241398,0.89926136,2023-03-27T09:08:14Z
0.30971146,0.11190995,5.0,0.41824093,0.88395476,2023-03-27T09:18:14Z
3.4561188,109.677284,6.14013,0.31824228,0.9007531,2023-03-27T09:28:14Z
0.3272127,0.06500773,5.0,0.46553224,0.897864,2023-03-27T09:38:14Z
0.2424926,0.22245978,5.0,0.21084018,0.9155191,2023-03-27T09:48:14Z
0.24004143,0.11565927,5.0,0.31573677,0.893506,2023-03-27T09:58:14Z
0.27793592,0.14429419,5.0,0.35998207,0.8944483,2023-03-27T10:08:14Z
0.3217306,0.13929096,5.0,0.40262756,0.89759177,2023-03-27T10:18:14Z
0.3333039,0.08422609,5.0,0.44764587,0.8941112,2023-03-27T10:28:14Z
0.32620785,0.1587407,5.0,0.36784786,0.89778805,2023-03-27T10:38:14Z
0.23275158,0.17067625,5.0,0.29660574,0.8887399,2023-03-27T10:48:14Z
0.3275163,0.10934598,5.0,0.35581934,0.9070623,2023-03-27T10:58:14Z
0.20092747,0.22320542,5.0,0.25581473,0.8890783,2023-03-27T11:08:14Z
6.488336,104.272316,7.4104805,0.36536318,0.8909587,2023-03-27T11:18:14Z
5.4102893,115.49323,7.2985177,0.3818233,0.8955072,2023-03-27T11:28:14Z
0.1889926,0.3065495,5.0,0.21135688,0.89796895,2023-03-27T11:38:14Z
0.29828233,0.11331152,5.0,0.39206707,0.9011573,2023-03-27T11:48:14Z
0.2648517,0.15144578,5.0,0.3247423,0.9005158,2023-03-27T11:58:14Z
4.609798,114.737946,6.0355725,0.27036232,0.89198524,2023-03-27T12:08:14Z
0.32997745,0.0962175,5.0,0.4416833,0.8915137,2023-03-27T12:18:14Z
0.33037424,0.19569576,5.0,0.29298127,0.911845,2023-03-27T12:28:14Z
0.31065303,0.15302081,5.0,0.35551438,0.895856,2023-03-27T12:38:14Z
0.25930032,0.11030315,5.0,0.36080346,0.8928555,2023-03-27T12:48:14Z
0.33593723,0.14982358,5.0,0.37148458,0.8959594,2023-03-27T12:58:14Z
0.35610446,0.13686633,5.0,0.36883432,0.9017943,2023-03-27T13:08:14Z
0.27219453,0.1797143,5.0,0.2994652,0.8929586,2023-03-27T13:18:14Z
0.2268212,0.18558826,5.0,0.21878496,0.8841399,2023-03-27T13:28:14Z
0.28920108,0.13033588,5.0,0.3844378,0.8975112,2023-03-27T13:38:14Z
0.25127363,0.16244553,5.0,0.30924562,0.88890946,2023-03-27T13:48:14Z
0.3477045,0.19636591,5.0,0.32438588,0.89757687,2023-03-27T13:58:14Z
0.283123,0.15126823,5.0,0.3419496,0.89349586,2023-03-27T14:08:14Z
0.2944273,0.1808226,5.0,0.32099083,0.8898193,2023-03-27T14:18:14Z
0.31178114,0.08998864,5.0,0.43211973,0.9059457,2023-03-27T14:28:14Z
0.23963383,0.16571723,5.0,0.34551272,0.89451087,2023-03-27T14:38:14Z
0.30968508,0.15693782,5.0,0.31133384,0.8972023,2023-03-27T14:48:14Z
0.24202795,0.20323,5.0,0.34269106,0.8807092,2023-03-27T14:58:14Z
0.3141017,0.2104858,5.0,0.2980378,0.9044855,2023-03-27T15:08:14Z
